,Name,Succ,Fail,Send Rate (TPS),Max Latency (s),Min Latency (s),Avg Latency (s),Throughput (TPS),cpu_max_all,cpu_max_avg_all,neti_total_mb,neto_total_mb,n,algo,tps_param,cpu_limit,delay,rate_limit,r_idx
2,transfer,1000,0,100.6,2.07,1.01,1.52,87.8,93.54,50.72,283.40000000000003,283.40000000000003,16,qbft,100,2.50,0,0,4
0,open,1000,0,100.6,2.05,1.01,1.53,86.4,102.18,56.26,302.8,302.8,16,qbft,100,2.50,0,0,10
1,query,1000,0,100.3,0.01,0.0,0.0,100.3,23.57,13.94,31.66,31.66,16,qbft,100,2.50,0,0,10
2,transfer,1000,0,100.6,2.07,1.0,1.53,87.8,93.86,49.27,287.20000000000005,287.20000000000005,16,qbft,100,2.50,0,0,10
0,open,1000,0,298.8,2.17,0.93,1.55,215.8,200.02,57.73,255.70000000000002,255.70000000000002,16,ibft,300,2.50,0,0,1
1,query,1000,0,296.2,0.02,0.0,0.0,296.1,21.29,16.15,25.25,25.25,16,ibft,300,2.50,0,0,1
2,transfer,1000,0,301.8,2.25,0.94,1.61,201.9,204.88,55.04,252.39999999999998,252.39999999999998,16,ibft,300,2.50,0,0,1
0,open,1000,0,296.0,2.18,1.02,1.55,223.9,196.1,56.58,255.1,255.1,16,ibft,300,2.50,0,0,9
1,query,1000,0,299.1,0.02,0.0,0.0,299.0,30.11,17.53,25.61,25.61,16,ibft,300,2.50,0,0,9
2,transfer,1000,0,301.4,2.26,0.96,1.61,201.9,196.57,54.85,256.6,256.6,16,ibft,300,2.50,0,0,9
0,open,1000,0,296.9,2.49,1.01,1.57,226.7,200.68,59.73,245.8,245.8,16,ibft,300,2.50,0,0,8
1,query,1000,0,300.7,0.01,0.0,0.0,300.5,24.76,15.92,24.85,24.85,16,ibft,300,2.50,0,0,8
2,transfer,1000,0,301.4,2.24,0.92,1.59,202.8,199.44,53.95,258.1,258.1,16,ibft,300,2.50,0,0,8
0,open,1000,0,296.3,2.3,0.95,1.57,187.1,203.77,63.52,251.60000000000002,251.60000000000002,16,ibft,300,2.50,0,0,5
1,query,1000,0,300.6,0.02,0.0,0.0,300.4,34.51,18.62,25.2,25.2,16,ibft,300,2.50,0,0,5
2,transfer,1000,0,300.8,2.24,0.98,1.62,197.0,200.98,57.5,264.8,264.8,16,ibft,300,2.50,0,0,5
0,open,1000,0,299.0,2.23,1.02,1.59,211.6,202.8,57.81,250.2,250.2,16,ibft,300,2.50,0,0,2
1,query,1000,0,298.5,0.02,0.0,0.0,298.3,30.86,17.19,25.520000000000003,25.520000000000003,16,ibft,300,2.50,0,0,2
2,transfer,1000,0,301.4,2.22,0.91,1.61,200.4,200.03,55.43,256.8,256.8,16,ibft,300,2.50,0,0,2
0,open,1000,0,299.6,2.17,1.01,1.54,223.0,202.36,57.95,241.6,241.6,16,ibft,300,2.50,0,0,6
1,query,1000,0,298.8,0.02,0.0,0.0,298.6,23.3,16.53,25.96,25.96,16,ibft,300,2.50,0,0,6
2,transfer,1000,0,301.5,2.25,0.94,1.61,200.4,201.48,55.36,257.0,257.0,16,ibft,300,2.50,0,0,6
0,open,1000,0,296.3,2.23,0.97,1.61,201.1,203.72,54.22,244.4,244.4,16,ibft,300,2.50,0,0,7
1,query,1000,0,300.3,0.01,0.0,0.0,300.1,20.97,15.71,26.020000000000003,26.020000000000003,16,ibft,300,2.50,0,0,7
2,transfer,1000,0,301.5,2.23,0.94,1.61,202.6,194.12,54.38,257.5,257.5,16,ibft,300,2.50,0,0,7
0,open,1000,0,300.3,4.73,0.98,1.95,209.1,156.7,49.9,191.94,191.94,16,ibft,300,2.50,0,0,3
1,query,1000,0,298.7,0.02,0.0,0.0,298.5,19.76,14.66,25.21,25.21,16,ibft,300,2.50,0,0,3
2,transfer,1000,0,301.7,2.21,0.99,1.61,203.2,202.32,56.81,253.70000000000002,253.70000000000002,16,ibft,300,2.50,0,0,3
0,open,1000,0,299.0,2.22,1.01,1.55,221.0,197.19,58.0,250.79999999999998,250.79999999999998,16,ibft,300,2.50,0,0,4
1,query,1000,0,297.5,0.01,0.0,0.0,297.4,31.96,18.0,25.479999999999997,25.479999999999997,16,ibft,300,2.50,0,0,4
2,transfer,1000,0,301.0,2.2,0.97,1.6,202.2,203.59,54.0,261.3,261.3,16,ibft,300,2.50,0,0,4
0,open,1000,0,297.4,2.28,0.88,1.57,209.4,200.43,58.28,246.3,246.3,16,ibft,300,2.50,0,0,10
1,query,1000,0,299.0,0.02,0.0,0.0,298.9,24.2,15.99,25.64,25.64,16,ibft,300,2.50,0,0,10
2,transfer,1000,0,301.0,2.22,0.94,1.61,202.7,200.59,53.42,262.3,262.3,16,ibft,300,2.50,0,0,10
0,open,1000,0,198.8,3.89,0.39,1.49,147.3,165.29,56.08,237.89999999999998,237.89999999999998,16,qbft,200,2.50,0,0,1
1,query,1000,0,200.3,0.02,0.0,0.0,200.3,15.2,13.28,23.07,23.07,16,qbft,200,2.50,0,0,1
2,transfer,1000,0,200.6,2.14,0.98,1.54,156.3,161.48,55.6,280.09999999999997,280.09999999999997,16,qbft,200,2.50,0,0,1
0,open,1000,0,199.3,2.12,1.01,1.55,154.3,181.19,59.18,275.0,275.0,16,qbft,200,2.50,0,0,9
1,query,1000,0,200.1,0.03,0.0,0.0,200.0,23.74,14.73,22.46,22.46,16,qbft,200,2.50,0,0,9
2,transfer,1000,0,200.9,2.13,0.97,1.56,157.0,167.93,55.33,275.1,275.1,16,qbft,200,2.50,0,0,9
0,open,1000,0,199.6,2.11,1.03,1.56,149.2,175.55,58.16,258.5,258.5,16,qbft,200,2.50,0,0,8
1,query,1000,0,200.0,0.01,0.0,0.0,200.0,21.16,13.91,22.65,22.65,16,qbft,200,2.50,0,0,8
2,transfer,1000,0,201.1,2.14,0.94,1.55,157.3,151.36,52.71,269.6,269.6,16,qbft,200,2.50,0,0,8
0,open,1000,0,199.8,2.15,1.02,1.55,156.8,176.51,57.47,283.4,283.4,16,qbft,200,2.50,0,0,5
1,query,1000,0,200.0,0.01,0.0,0.0,200.0,21.65,14.27,23.58,23.58,16,qbft,200,2.50,0,0,5
2,transfer,1000,0,200.4,2.15,0.98,1.56,157.7,177.46,59.98,289.70000000000005,289.70000000000005,16,qbft,200,2.50,0,0,5
0,open,1000,0,200.6,2.82,0.95,1.63,149.9,155.74,54.61,248.29999999999998,248.29999999999998,16,qbft,200,2.50,0,0,2
1,query,1000,0,199.8,0.02,0.0,0.0,199.7,22.35,14.45,22.86,22.86,16,qbft,200,2.50,0,0,2
2,transfer,1000,0,200.8,2.13,1.03,1.55,156.6,175.22,58.03,277.0,277.0,16,qbft,200,2.50,0,0,2
0,open,1000,0,199.5,2.12,1.0,1.55,148.4,165.5,57.9,258.1,258.1,16,qbft,200,2.50,0,0,6
1,query,1000,0,200.3,0.02,0.0,0.0,200.3,29.95,15.75,22.54,22.54,16,qbft,200,2.50,0,0,6
2,transfer,1000,0,201.4,2.13,0.97,1.55,156.6,151.65,50.91,251.2,251.2,16,qbft,200,2.50,0,0,6
0,open,1000,0,198.8,2.54,0.86,1.53,153.4,166.08,53.56,259.90000000000003,259.90000000000003,16,qbft,200,2.50,0,0,7
1,query,1000,0,200.5,0.01,0.0,0.0,200.4,29.08,15.35,22.77,22.77,16,qbft,200,2.50,0,0,7
2,transfer,1000,0,201.2,2.11,1.02,1.56,157.3,171.09,55.03,265.3,265.3,16,qbft,200,2.50,0,0,7
0,open,1000,0,200.4,2.11,0.99,1.55,146.7,184.5,60.78,281.1,281.1,16,qbft,200,2.50,0,0,3
1,query,1000,0,200.3,0.02,0.0,0.0,200.2,20.82,13.75,22.7,22.7,16,qbft,200,2.50,0,0,3
2,transfer,1000,0,201.3,2.12,0.97,1.54,156.3,153.43,52.48,257.1,257.1,16,qbft,200,2.50,0,0,3
0,open,1000,0,200.2,2.13,1.01,1.56,145.6,167.36,55.99,261.5,261.5,16,qbft,200,2.50,0,0,4
1,query,1000,0,199.2,0.01,0.0,0.0,199.1,28.8,15.25,22.67,22.67,16,qbft,200,2.50,0,0,4
2,transfer,1000,0,201.1,2.08,1.01,1.55,157.6,159.0,52.89,272.2,272.2,16,qbft,200,2.50,0,0,4
0,open,1000,0,200.2,2.13,1.01,1.56,148.4,158.25,54.22,270.0,270.0,16,qbft,200,2.50,0,0,10
1,query,1000,0,200.0,0.01,0.0,0.0,200.0,15.28,13.03,23.130000000000003,23.130000000000003,16,qbft,200,2.50,0,0,10
2,transfer,1000,0,201.1,2.14,0.98,1.56,157.2,155.23,50.94,264.20000000000005,264.20000000000005,16,qbft,200,2.50,0,0,10
0,open,1000,0,398.1,3.12,0.97,1.76,254.6,155.37,43.08,145.28,145.28,16,ibft,400,2.50,0,0,1
1,query,1000,0,400.6,0.04,0.0,0.0,397.3,21.86,16.26,23.08,23.08,16,ibft,400,2.50,0,0,1
2,transfer,1000,0,401.8,3.43,1.19,2.28,241.3,160.85,58.87,166.81,166.81,16,ibft,400,2.50,0,0,1
0,open,1000,0,389.3,2.38,1.1,1.67,265.0,150.76,44.41,147.04000000000002,147.04000000000002,16,ibft,400,2.50,0,0,9
1,query,1000,0,395.9,0.07,0.0,0.0,395.4,28.23,17.42,22.54,22.54,16,ibft,400,2.50,0,0,9
2,transfer,1000,0,402.3,2.35,0.88,1.66,262.5,152.16,45.7,156.17000000000002,156.17000000000002,16,ibft,400,2.50,0,0,9
0,open,1000,0,398.7,2.31,1.01,1.67,258.9,158.18,42.83,150.28000000000003,150.28000000000003,16,ibft,400,2.50,0,0,8
1,query,1000,0,399.2,0.04,0.0,0.0,398.9,22.35,16.28,21.619999999999997,21.619999999999997,16,ibft,400,2.50,0,0,8
2,transfer,1000,0,401.8,2.4,0.88,1.71,257.1,151.67,45.46,158.82999999999998,158.82999999999998,16,ibft,400,2.50,0,0,8
0,open,1000,0,395.6,2.33,1.01,1.65,262.5,154.74,42.44,145.62,145.62,16,ibft,400,2.50,0,0,5
1,query,1000,0,397.5,0.04,0.0,0.0,395.9,21.33,15.56,22.14,22.14,16,ibft,400,2.50,0,0,5
2,transfer,1000,0,402.4,2.34,0.92,1.67,260.9,162.96,47.71,156.7,156.7,16,ibft,400,2.50,0,0,5
0,open,1000,0,398.6,2.32,1.01,1.63,267.4,154.16,45.84,153.93,153.93,16,ibft,400,2.50,0,0,2
1,query,1000,0,397.5,0.04,0.0,0.0,397.0,23.16,16.15,22.919999999999998,22.919999999999998,16,ibft,400,2.50,0,0,2
2,transfer,1000,0,402.1,2.27,1.07,1.67,262.4,149.2,45.3,157.39999999999998,157.39999999999998,16,ibft,400,2.50,0,0,2
0,open,1000,0,397.8,2.34,0.92,1.68,252.2,152.92,42.86,146.26999999999998,146.26999999999998,16,ibft,400,2.50,0,0,6
1,query,1000,0,399.4,0.04,0.0,0.0,399.0,26.4,16.65,23.18,23.18,16,ibft,400,2.50,0,0,6
2,transfer,1000,0,401.4,2.39,1.01,1.7,258.7,158.67,46.06,155.85999999999999,155.85999999999999,16,ibft,400,2.50,0,0,6
0,open,1000,0,401.0,2.55,0.89,1.72,250.8,156.5,42.84,147.49,147.49,16,ibft,400,2.50,0,0,7
1,query,1000,0,400.5,0.04,0.0,0.0,399.7,21.12,15.41,22.05,22.05,16,ibft,400,2.50,0,0,7
2,transfer,1000,0,402.1,2.23,1.03,1.64,260.4,157.3,47.24,159.07,159.07,16,ibft,400,2.50,0,0,7
0,open,1000,0,397.6,2.3,1.0,1.68,254.8,154.89,42.69,145.06,145.06,16,ibft,400,2.50,0,0,3
1,query,1000,0,398.7,0.04,0.0,0.0,398.4,22.74,16.51,22.130000000000003,22.130000000000003,16,ibft,400,2.50,0,0,3
2,transfer,1000,0,401.8,2.35,0.9,1.69,256.9,159.11,46.58,156.5,156.5,16,ibft,400,2.50,0,0,3
0,open,1000,0,395.9,2.32,1.12,1.64,264.9,153.31,45.3,154.89999999999998,154.89999999999998,16,ibft,400,2.50,0,0,4
1,query,1000,0,397.1,0.03,0.0,0.0,396.8,22.06,15.75,22.299999999999997,22.299999999999997,16,ibft,400,2.50,0,0,4
2,transfer,1000,0,401.9,2.36,1.0,1.66,261.6,157.3,50.36,160.25,160.25,16,ibft,400,2.50,0,0,4
0,open,1000,0,399.7,2.36,0.97,1.7,256.4,153.7,43.46,146.59,146.59,16,ibft,400,2.50,0,0,10
1,query,1000,0,396.7,0.04,0.0,0.0,395.1,26.42,16.93,21.880000000000003,21.880000000000003,16,ibft,400,2.50,0,0,10
2,transfer,1000,0,398.9,2.29,1.09,1.7,258.5,161.08,47.78,159.09,159.09,16,ibft,400,2.50,0,0,10
0,open,1000,0,200.4,2.17,0.99,1.55,144.8,153.87,54.87,265.7,265.7,16,ibft,200,2.50,0,0,1
1,query,1000,0,200.1,0.02,0.0,0.0,200.0,22.57,15.64,31.739999999999995,31.739999999999995,16,ibft,200,2.50,0,0,1
2,transfer,1000,0,200.8,2.11,0.99,1.54,156.6,161.72,55.11,284.0,284.0,16,ibft,200,2.50,0,0,1
0,open,1000,0,199.0,2.13,0.98,1.56,154.9,166.19,58.76,285.5,285.5,16,ibft,200,2.50,0,0,9
1,query,1000,0,199.9,0.02,0.0,0.0,199.8,32.44,17.27,32.06,32.06,16,ibft,200,2.50,0,0,9
2,transfer,1000,0,201.1,2.13,0.98,1.55,156.7,155.28,53.51,272.29999999999995,272.29999999999995,16,ibft,200,2.50,0,0,9
0,open,1000,0,199.2,2.17,0.99,1.56,149.5,162.53,55.63,272.29999999999995,272.29999999999995,16,ibft,200,2.50,0,0,8
1,query,1000,0,199.8,0.02,0.0,0.0,199.8,38.97,18.34,31.42,31.42,16,ibft,200,2.50,0,0,8
2,transfer,1000,0,201.0,2.13,0.99,1.56,158.4,158.31,55.96,283.8,283.8,16,ibft,200,2.50,0,0,8
0,open,1000,0,199.3,2.13,0.99,1.54,149.4,164.56,56.92,273.09999999999997,273.09999999999997,16,ibft,200,2.50,0,0,5
1,query,1000,0,199.8,0.03,0.0,0.0,199.7,20.81,15.59,31.849999999999998,31.849999999999998,16,ibft,200,2.50,0,0,5
2,transfer,1000,0,201.0,2.14,0.91,1.54,157.1,164.57,55.13,283.0,283.0,16,ibft,200,2.50,0,0,5
0,open,1000,0,199.6,2.12,1.0,1.55,145.8,157.55,55.58,279.9,279.9,16,ibft,200,2.50,0,0,2
1,query,1000,0,200.3,0.02,0.0,0.0,200.2,31.46,17.66,32.019999999999996,32.019999999999996,16,ibft,200,2.50,0,0,2
2,transfer,1000,0,201.0,2.11,0.96,1.54,157.2,162.54,55.66,289.29999999999995,289.29999999999995,16,ibft,200,2.50,0,0,2
0,open,1000,0,200.4,2.1,0.99,1.54,149.8,170.63,58.04,275.9,275.9,16,ibft,200,2.50,0,0,6
1,query,1000,0,199.5,0.02,0.0,0.0,199.4,32.88,17.97,30.85,30.85,16,ibft,200,2.50,0,0,6
2,transfer,1000,0,201.2,2.14,0.98,1.56,156.9,151.09,54.31,272.4,272.4,16,ibft,200,2.50,0,0,6
0,open,1000,0,198.5,2.18,0.98,1.56,159.7,157.94,56.72,285.9,285.9,16,ibft,200,2.50,0,0,7
1,query,1000,0,200.3,0.02,0.0,0.0,200.3,26.33,16.53,31.25,31.25,16,ibft,200,2.50,0,0,7
2,transfer,1000,0,201.2,2.13,0.98,1.55,157.6,155.46,53.91,273.49999999999994,273.49999999999994,16,ibft,200,2.50,0,0,7
0,open,1000,0,198.5,2.6,1.0,1.63,152.7,159.6,56.64,270.7,270.7,16,ibft,200,2.50,0,0,3
1,query,1000,0,199.8,0.02,0.0,0.0,199.7,21.7,16.08,31.72,31.72,16,ibft,200,2.50,0,0,3
2,transfer,1000,0,201.2,2.14,0.95,1.55,157.6,154.36,53.04,279.29999999999995,279.29999999999995,16,ibft,200,2.50,0,0,3
0,open,1000,0,199.2,2.16,0.98,1.54,150.4,166.69,57.98,273.8,273.8,16,ibft,200,2.50,0,0,4
1,query,1000,0,200.2,0.01,0.0,0.0,200.1,27.25,16.73,31.65,31.65,16,ibft,200,2.50,0,0,4
2,transfer,1000,0,200.6,2.13,0.97,1.55,157.1,162.9,55.91,299.5,299.5,16,ibft,200,2.50,0,0,4
0,open,1000,0,199.1,2.12,0.98,1.55,151.9,168.55,58.65,292.9,292.9,16,ibft,200,2.50,0,0,10
1,query,1000,0,200.1,0.02,0.0,0.0,200.0,42.28,19.0,30.72,30.72,16,ibft,200,2.50,0,0,10
2,transfer,1000,0,201.5,2.12,0.98,1.55,157.7,151.35,51.85,266.9,266.9,16,ibft,200,2.50,0,0,10
0,open,1000,0,100.3,2.09,0.99,1.53,86.4,94.12,55.37,314.6,314.6,16,ibft,100,2.50,0,0,1
1,query,1000,0,100.6,0.01,0.0,0.0,100.6,16.52,14.95,44.08,44.08,16,ibft,100,2.50,0,0,1
